Folder, Filename, Result, ExitCode, Time, Memory, subAfSz
syft_2, 152, Realizable, 0, 0.00, 0.04, 2
syft_2, 153, Realizable, 0, 0.00, 0.04, 2
syft_2, 154, Realizable, 0, 0.00, 0.04, 2
syft_2, 155, Stopped, 0, 0.00, 0.05, 2
syft_2, 156, Stopped, 0, 0.00, 0.04, 2
syft_2, 157, Stopped, 0, 0.00, 0.04, 2
syft_2, 158, Stopped, 0, 0.00, 0.04, 2
syft_2, 159, Realizable, 0, 0.00, 0.04, 2
syft_2, 160, Stopped, 0, 0.00, 0.04, 2
syft_2, 161, Stopped, 0, 0.00, 0.04, 2
syft_2, 162, Stopped, 0, 0.00, 0.05, 2
syft_2, 163, Stopped, 0, 0.00, 0.04, 3
syft_2, 164, Stopped, 0, 0.00, 0.05, 2
syft_2, 165, Realizable, 0, 0.00, 0.04, 2
syft_2, 166, Stopped, 0, 0.00, 0.04, 2
syft_2, 167, Stopped, 0, 0.00, 0.05, 2
syft_2, 168, Stopped, 0, 0.00, 0.04, 2
syft_2, 169, Stopped, 0, 0.00, 0.05, 2
syft_2, 170, Stopped, 0, 0.00, 0.04, 2
syft_2, 171, Realizable, 0, 0.00, 0.04, 2
syft_2, 172, Stopped, 0, 0.00, 0.04, 2
syft_2, 173, Realizable, 0, 0.00, 0.04, 2
syft_2, 174, Stopped, 0, 0.00, 0.05, 4
syft_2, 175, Realizable, 0, 0.00, 0.04, 2
syft_2, 176, Stopped, 0, 0.00, 0.04, 2
syft_2, 177, Stopped, 0, 0.00, 0.05, 2
syft_2, 178, Stopped, 0, 0.00, 0.04, 2
syft_2, 179, Stopped, 0, 0.00, 0.04, 2
syft_2, 180, Realizable, 0, 0.00, 0.04, 2
syft_2, 181, Stopped, 0, 0.00, 0.04, 2
syft_2, 182, Stopped, 0, 0.00, 0.04, 2
syft_2, 183, Stopped, 0, 0.00, 0.05, 2
syft_2, 184, Realizable, 0, 0.00, 0.04, 2
syft_2, 185, Stopped, 0, 0.00, 0.04, 2
syft_2, 186, Realizable, 0, 0.00, 0.04, 2
syft_2, 187, Stopped, 0, 0.00, 0.04, 2
syft_2, 188, Stopped, 0, 0.00, 0.04, 2
syft_2, 189, Stopped, 0, 0.00, 0.04, 2
syft_2, 190, Stopped, 0, 0.00, 0.05, 10
syft_2, 191, Stopped, 0, 0.00, 0.04, 2
syft_2, 192, Stopped, 0, 0.00, 0.05, 2
syft_2, 193, Stopped, 0, 0.00, 0.04, 2
syft_2, 194, Stopped, 0, 0.00, 0.04, 3
syft_2, 195, Stopped, 0, 0.00, 0.05, 2
syft_2, 196, Stopped, 0, 0.00, 0.04, 2
syft_2, 197, Realizable, 0, 0.00, 0.04, 2
syft_2, 198, Stopped, 0, 0.00, 0.04, 2
syft_2, 199, Stopped, 0, 0.00, 0.04, 2
syft_2, 200, Stopped, 0, 0.00, 0.04, 2
syft_3, 001, Stopped, 0, 0.00, 0.04, 3
syft_3, 002, Stopped, 0, 0.00, 0.05, 11
syft_3, 003, Realizable, 0, 0.00, 0.04, 3
syft_3, 004, Stopped, 0, 0.00, 0.05, 3
syft_3, 005, Stopped, 0, 0.00, 0.04, 3
syft_3, 006, Stopped, 0, 0.00, 0.04, 3
syft_3, 007, Stopped, 0, 0.00, 0.04, 3
syft_3, 008, Stopped, 0, 0.00, 0.04, 3
syft_3, 009, Stopped, 0, 0.00, 0.04, 3
syft_3, 010, Stopped, 0, 0.00, 0.04, 3
syft_3, 011, Stopped, 0, 0.00, 0.04, 4
syft_3, 012, Stopped, 0, 0.00, 0.04, 3
syft_3, 013, Realizable, 0, 0.00, 0.04, 3
syft_3, 014, Stopped, 0, 0.00, 0.04, 3
syft_3, 015, Stopped, 0, 0.00, 0.04, 3
syft_3, 016, Stopped, 0, 0.00, 0.05, 3
syft_3, 017, Stopped, 0, 0.00, 0.05, 3
syft_3, 018, Stopped, 0, 0.00, 0.04, 3
syft_3, 019, Stopped, 0, 0.00, 0.05, 11
syft_3, 020, Stopped, 0, 0.00, 0.04, 3
syft_3, 021, Stopped, 0, 0.00, 0.05, 5
syft_3, 022, Stopped, 0, 0.00, 0.04, 3
syft_3, 023, Stopped, 0, 0.00, 0.05, 11
syft_3, 024, Stopped, 0, 0.00, 0.04, 3
syft_3, 025, Stopped, 0, 0.00, 0.04, 3
syft_3, 026, Stopped, 0, 0.00, 0.04, 3
syft_3, 027, Realizable, 0, 0.00, 0.04, 3
syft_3, 028, Stopped, 0, 0.00, 0.04, 3
syft_3, 029, Stopped, 0, 0.00, 0.05, 3
syft_3, 030, Stopped, 0, 0.00, 0.05, 3
syft_3, 031, Stopped, 0, 0.00, 0.04, 3
syft_3, 032, Realizable, 0, 0.00, 0.04, 3
syft_3, 033, Stopped, 0, 0.00, 0.04, 3
syft_3, 034, Stopped, 0, 0.00, 0.04, 3
